,labels,target,yt8m_id,yt_id
1462,"[18, 43, 59, 60, 101, 419, 991]",outdoors,ILFm,p6c8F2u513I
1463,"[43, 60, 101, 286, 374, 549, 2490]",outdoors,9wFm,SggoAeNEu9g
1464,"[205, 1245]",indoors,U1Fm,MOx8H-JYU7Y
1465,"[60, 141, 247, 255]",outdoors,hpFm,08M-LY5U-Fg
1466,"[88, 184, 191, 364, 380, 416]",indoors,kdFm,CZ-RH1cAH5g
1467,"[15, 18, 43, 59, 60, 101, 374, 549, 906]",outdoors,ONFm,eRPotMOAre0
1468,"[88, 184, 307, 380, 416, 514]",indoors,jIFm,Q5rwqqTbUAo
1469,"[15, 262, 502, 619]",outdoors,3vFm,H2hmx3c1eUY
1470,"[60, 239, 686]",outdoors,F4Fm,zEl0nKpT27s
1471,"[179, 248]",outdoors,EgFm,zeNXuC3N5TQ
1472,"[43, 60, 428]",outdoors,XeFm,3d7ZO2top8Y
1473,"[83, 262, 542]",outdoors,e4Fm,tSUtuE7A1Ms
1474,"[2, 7, 60, 95, 135, 297, 427, 1948]",outdoors,FtFm,GY29x4QZEjc
1475,"[11, 307]",indoors,DbFm,tcUOiiPydFs
1476,"[43, 60, 101, 419]",outdoors,vCFm,U6maJLJSLxw
1477,"[182, 248]",outdoors,EBFm,CHUNGtA3bY4
1478,"[18, 43, 59, 60, 101]",outdoors,tnFm,LYeserY5Lv0
1479,"[88, 184, 514]",indoors,AxFm,1TO2HUb9MbM
1480,"[205, 1245]",indoors,twFm,r7buXbFDPo8
1481,"[184, 364]",indoors,gAGr,EzOJHXFPnq8
1482,"[11, 20, 22, 32, 211, 307]",indoors,0KGr,UYWo-bo3YBw
1483,"[43, 60, 286, 873]",outdoors,eFGr,lzHfFSJEBEQ
1484,"[307, 2277, 2476]",indoors,GqGr,9coHQYvDN08
1485,"[88, 184, 307, 380, 416, 514, 614]",indoors,1DGr,UuufEqoFXhw
1486,"[184, 364, 416]",indoors,8LGr,MDaB4CATEbE
1487,"[2, 18, 43, 59, 60, 76, 101, 549]",outdoors,2LGr,gJGOSwBeCRE
1488,"[60, 427, 519, 995]",outdoors,kPGr,7pgZZlKqEks
1489,"[60, 239, 3633]",outdoors,xMGr,b2k2tVOy-XY
1490,[248],outdoors,UmGr,2hPGTuzRAz8
1491,"[88, 248, 364]",outdoors,OuGr,F4WHm-_ntVE
1492,"[0, 88, 307]",indoors,6kGr,aui7lVSxb70
1493,"[289, 666]",outdoors,xJGr,XOgUdo8Ls-o
1494,"[0, 1, 139, 262]",outdoors,l9Gr,tmZ0MVcWQR4
1495,"[11, 20, 22, 29, 32, 123, 176, 211, 221, 307, 1045, 1186]",indoors,LcGr,MfmWnOsmDbY
1496,[184],indoors,QIGr,lkSpQoJkwlw
1497,"[60, 68, 72, 182, 452, 480]",outdoors,LtGr,VMFUsbK3IH4
1498,"[15, 262, 363, 502, 619]",outdoors,xtGr,0n0z4XGliss
1499,[60],outdoors,mLGr,UWRt2Tw09ec
1500,"[60, 686]",outdoors,rxGr,nyikA6mk0wI
1501,"[83, 262, 542, 2091]",outdoors,K3GU,mJCZhgTGofA
1502,"[88, 184]",indoors,IpGU,uFSrjWctrKs
1503,"[15, 60, 96, 239, 1880, 2071, 2505]",outdoors,TiGU,uTiiKdJ8r-0
1504,[248],outdoors,3UGU,FSxOOWDumF4
1505,"[248, 299, 311]",outdoors,2TGU,WzxU3fRyU9Q
1506,"[18, 43, 59, 60, 101, 823]",outdoors,sVGU,SOUQ4I4uSck
1507,"[60, 68, 72, 98, 240, 480]",outdoors,zsGU,c8YaVURaQGA
1508,"[53, 58, 60]",outdoors,UAGU,JMaMobBddjY
1509,"[514, 1443]",indoors,u6GU,X87lA2ps9SA
1510,[666],outdoors,pWGU,9u8JFH-ml7c
1511,"[15, 60, 96, 239, 363, 686, 1714]",outdoors,pCGU,zcj3n_fhh1I
1512,"[88, 497, 514, 1148]",indoors,VmGU,EtQYFC9RjTM
1513,"[60, 239, 2389]",outdoors,9cGU,zre3ivP_9GY
1514,[60],outdoors,byGU,Y4nh3nlnVpI
1515,"[43, 60, 101, 286, 374, 549, 873, 2490]",outdoors,L1GU,49Ab6Wucg1E
1516,[60],outdoors,5TGU,VLuUm5BNkTg
1517,"[18, 43, 59, 60, 101, 286]",outdoors,QuGU,FyGWMOjPNeo
1518,"[2, 43, 60, 76, 101, 823]",outdoors,hnGU,vTX-4_d7cvI
1519,"[2, 18, 43, 59, 60, 76, 101, 286, 1685]",outdoors,BMHo,bq563UXZoRM
1520,"[88, 184, 307, 380, 416, 514, 614]",indoors,SDHo,XgigjDtb_hs
1521,[1238],outdoors,PaHo,xMIBhXp0wGs
1522,"[15, 60, 239, 363, 686, 2625]",outdoors,sUHo,TuGEQ0TFWzE
1523,"[0, 1, 5, 262]",outdoors,v4Ho,nAC7sVcjjio
1524,"[2, 18, 43, 59, 60, 76, 101, 374, 549, 693, 906]",outdoors,xVHo,I0QBkt__rXQ
1525,"[53, 58, 60, 163, 232]",outdoors,n3Ho,VB1OeTmJA6k
1526,"[307, 1299, 2305]",indoors,yTHo,9zaZ1Y2wNvk
1527,"[184, 191, 985]",indoors,YbHo,AFK0Xt9dVRI
1528,"[2, 18, 43, 59, 60, 76, 101]",outdoors,YnHo,AvNkSY3RYIw
1529,"[60, 385]",outdoors,OyHo,7nTdacX5UW0
1530,"[184, 400]",indoors,B4Ho,5pbCHtjONy0
1531,"[2, 60, 76, 1055, 1271, 1393]",outdoors,VkHo,S3WbR5hXyYA
1532,"[0, 1, 5, 262, 3673]",outdoors,9OHo,XoGE-6A4skg
1533,"[2, 76, 307, 446]",indoors,FyHo,NuEbUPXM-hw
1534,"[60, 428, 825]",outdoors,OPHo,3wpuJdsP-0Y
1535,"[88, 184, 416]",indoors,JaHo,m7nu_jsHPes
1536,"[15, 363, 666]",outdoors,5XHo,Fi3TqYlYULI
1537,"[18, 43, 59, 60, 101, 286, 1032]",outdoors,r6HA,kQVWLhCdh3Q
1538,"[184, 191, 299]",indoors,oMHA,3rDcI3WuV_E
1539,"[60, 3546]",outdoors,wlHA,m0sk-dnPKT0
1540,"[2, 18, 43, 59, 60, 76, 101]",outdoors,oiHA,UuHOXM_UmWI
1541,"[88, 184, 416]",indoors,IPHA,t-Ds-xiCvp0
1542,"[26, 184, 453, 1190, 1360]",indoors,yJHA,opnBYJywF2Y
1543,"[2, 60, 76, 101]",outdoors,IGHA,4piUkH6qyL4
1544,"[2, 18, 43, 59, 60, 76, 101, 286]",outdoors,f8HA,lfpVwvIMkB0
1545,"[53, 58, 60, 166, 228, 232]",outdoors,fkHA,Civ04UWmOr0
1546,"[60, 239]",outdoors,GeHA,5eHDNFwbOxk
1547,"[18, 43, 59, 60, 101, 286, 374, 549, 873, 906, 1503]",outdoors,J9HA,2Q09Ukfjm0c
1548,"[2, 17, 30, 53, 58, 60, 143, 345]",outdoors,R9HA,GiWfct2D5aM
1549,[307],indoors,S9HA,G3QmxV-NFqo
1550,"[60, 993, 1056]",outdoors,tZHA,ZrPqeF7qOCo
1551,"[43, 60, 1576]",outdoors,zSHA,Fir9AlcWObw
1552,"[18, 43, 59, 60, 101, 286]",outdoors,1LHA,FoIgYWHTuFU
1553,"[15, 220, 262, 502, 1797]",outdoors,2VII,mMcTCqCCuxM
1554,"[18, 43, 59, 60, 101, 286]",outdoors,ZaII,RUJ4m9IRvsc
1555,"[184, 400, 514]",indoors,waII,QwjxXSV2qSU
1556,"[3, 248]",outdoors,SwII,Qy1yZf7lAN4
1557,"[88, 184, 380, 416, 1638]",indoors,WSII,CrF6pLTzUvw
1558,"[191, 248, 299]",outdoors,9III,0YU6Lyx0bAs
1559,"[15, 18, 60, 87, 333, 536]",outdoors,kbII,Hz8qHG_gePs
1560,"[2, 30, 60, 68, 72, 452, 480]",outdoors,pGII,GHJUm7SEE_M
1561,"[18, 60, 87]",outdoors,Q9II,XxxI6WtJUgM
1562,"[15, 18, 67, 140, 248]",outdoors,GQII,eBA9-A7P4ZE
1563,"[18, 87, 262, 541]",outdoors,KYII,75aDF-ZXte4
1564,[514],indoors,IzII,A7nZniqfWZw
1565,"[60, 141, 247]",outdoors,acII,A_hfURBXobM
1566,"[514, 580, 2289]",indoors,pJII,qlvsrbDD6Y4
1567,"[11, 262, 601, 720]",outdoors,wHII,l7231-NQ7Hc
1568,[60],outdoors,tIII,bFO3jR7ubKw
1569,"[60, 186, 239]",outdoors,ZkII,xR7PGDMPhuE
1570,"[53, 60, 519]",outdoors,hoII,aHKz8AYJMnM
1571,"[182, 248]",outdoors,0UII,1pkHdikmDEs
1572,"[18, 43, 59, 60, 238, 274, 366]",outdoors,lvII,NaeS4TssiaI
1573,"[184, 191, 985]",indoors,PXII,RArs8woyWyw
1574,[666],outdoors,pOII,HBndhyd1CT4
1575,"[353, 666, 995]",outdoors,4QIU,FSyC2KszFds
1576,"[53, 58, 60, 163, 232, 333, 427]",outdoors,UVIU,r_6GW7o2F8w
1577,"[179, 248]",outdoors,RcIU,GFWbJikotPQ
1578,"[88, 184, 2885]",indoors,EbIU,z2_jDDLg2wc
1579,"[15, 18, 43, 59, 60, 101, 549, 906]",outdoors,VBIU,Lz62L4xHJ_Y
1580,[60],outdoors,n4IU,Gnc0_8VpB-I
1581,"[88, 416, 514]",indoors,GvIU,zzRKzJ5iCRs
1582,"[11, 262]",outdoors,Z4IU,mTtyXh97nT0
1583,"[60, 333]",outdoors,KsIU,d9xfP3lNTUI
1584,"[60, 1396]",outdoors,ERIU,MvxtKItllfI
1585,"[88, 307, 497, 1299]",indoors,E1IU,BYCNk4gDVXo
1586,"[15, 262, 502, 619]",outdoors,NzIU,EEDH3mABhgw
1587,"[184, 191, 307, 364, 416]",indoors,YgIU,u_CM84Q0_s8
1588,"[43, 60, 101, 374, 549, 906]",outdoors,TjIU,GyFBBHRHjis
1589,"[60, 68, 72, 98, 151]",outdoors,XvIU,bAR50hrdvlE
1590,[248],outdoors,INIU,TQ2XVWCEFDA
1591,"[88, 184, 307, 364, 380]",indoors,5mIY,KdFDW_XfO98
1592,"[15, 60, 239, 363, 686]",outdoors,w0IY,80jv4rP13UQ
1593,"[15, 96, 191, 248, 299]",outdoors,NsIY,NoLKyjC8Ya8
1594,"[18, 43, 59, 60, 101]",outdoors,dxIY,6oD20daLu-4
1595,"[80, 88, 416]",indoors,pYIY,d6cqkx_jf9Q
1596,"[184, 191, 1947]",indoors,EsIY,ua6liZGVvDs
1597,[248],outdoors,QKIY,8TTTkao5JPI
1598,"[18, 43, 59, 60, 101, 286]",outdoors,m0IY,58NWKvtK3ng
1599,"[184, 400, 614, 641, 952]",indoors,LMIY,dlCmJ5WsVEc
1600,"[0, 1, 27, 183, 192, 262, 294, 331]",outdoors,UEI0,blNqDhzyt6w
1601,"[60, 160, 231, 273, 398]",outdoors,sbI0,a5Pycw-urso
1602,[3501],indoors,JII0,a8052zYI-8k
1603,"[15, 60, 239, 363, 686]",outdoors,TWI0,oJmktb4_Z-E
1604,"[15, 18, 43, 59, 60, 101, 286, 873]",outdoors,0xI0,8mQXwIwruc8
1605,"[2, 18, 43, 59, 60, 76, 101, 286, 549, 693, 906]",outdoors,itI0,U0tWpOTTsuU
1606,"[60, 210, 685]",outdoors,hZI0,Az2VbWo3uEI
1607,"[88, 184, 307, 416, 514]",indoors,dNI0,AfiVgvjs_Ys
1608,"[11, 262, 601, 2894]",outdoors,e6I0,zhnTllT6qLY
1609,"[15, 18, 60, 87]",outdoors,blI0,3f46efIJacc
1610,"[182, 248]",outdoors,I9I0,64T4NbgcYSo
1611,"[666, 1964]",outdoors,WMI0,67I6gKp4XZY
1612,"[166, 398, 482, 666]",outdoors,4XI0,MioNxZiCJG0
1613,"[262, 502]",outdoors,vYI0,vlGA1HB58s4
1614,"[15, 60, 239, 363, 686]",outdoors,M2I0,MdZ2H0RQ2TM
1615,"[11, 83, 104, 262, 601, 720]",outdoors,cAI0,lcKpROGpRvY
1616,"[11, 20, 22, 29, 32, 122, 123, 176, 307, 321]",indoors,kDI0,XlT4BeMtUCc
1617,"[3, 2105]",outdoors,sNI0,Znl8HWJ-ut8
1618,[60],outdoors,FMI0,bwwVMmAvNaM
1619,"[205, 300, 1245]",indoors,m8I0,kAUzlh1fE4c
1620,"[60, 1837]",outdoors,UBI1,GJ3zToh6xIA
1621,"[60, 381]",outdoors,bKI1,brXvjN5R12A
1622,"[15, 60, 96, 239, 2071, 2505]",outdoors,uII1,Cc-onI8lMyc
1623,"[88, 184, 416, 2180]",indoors,MrI1,T3gcHnTCCyg
1624,"[18, 43, 59, 60, 101, 286, 549]",outdoors,itI1,ixdep5MOd0w
1625,"[15, 18, 87, 248]",outdoors,RUI1,3JlRTao6ooo
1626,"[184, 364]",indoors,MJI1,CQUqh3eWxr8
1627,[60],outdoors,VxI1,oWSgTghhy2I
1628,"[2, 18, 43, 59, 60, 76, 101, 419, 991, 1824]",outdoors,OqI1,bcvI6Jd5kzc
1629,"[43, 60, 101]",outdoors,txI1,T1eoiXW_LvU
1630,"[60, 239, 686, 1714]",outdoors,JgI1,YRhfsl6iBUk
1631,[248],outdoors,ICI1,J3q47BeJ0wM
1632,"[2, 43, 60, 76, 473, 547]",outdoors,eMI1,34xJ08Hlbuw
1633,"[26, 64, 83, 149, 262]",outdoors,wEI1,34lPOVMTKis
1634,"[18, 43, 59, 60, 101, 286, 419, 991, 1824]",outdoors,j8I1,g5Yjri9njLs
1635,"[88, 184, 191, 364, 380, 416, 514, 614, 899]",indoors,JJI1,Hc2bQulxTbw
1636,"[88, 191, 299, 416, 1003]",indoors,bZI1,e7k5cZkyFBk
1637,"[0, 27, 262]",outdoors,RSI1,1O8Kb2qR0Vs
1638,"[88, 184, 364, 514]",indoors,GxI1,aTAC7VrmGIU
1639,"[254, 1226, 1886, 1970]",outdoors,GqI1,G5LUeZZRM2M
1640,"[60, 239]",outdoors,7vI1,dk6OyuQORpA
1641,"[184, 380, 400, 1152]",indoors,GsJC,8CAemqD-Xb4
1642,"[60, 210, 427, 685]",outdoors,HfJC,QR94sK7KSrM
1643,"[60, 180, 239]",outdoors,AZJC,hxouIgoGl5g
1644,"[2, 18, 43, 59, 60, 76]",outdoors,ZtJC,JK2R7wObha4
1645,"[11, 20, 24, 131, 307]",indoors,2UJC,_T-5Aplf2CI
1646,"[15, 18, 60, 67, 239, 2924]",outdoors,xZJC,FavAg9ncwoo
1647,"[18, 43, 59, 60, 419]",outdoors,WSJC,ab-PxRQWNCU
1648,"[15, 18, 59, 184, 191, 555, 797, 2543]",indoors,dfJC,s_ITCOYdNiQ
1649,"[2, 30, 60, 427]",outdoors,DzJC,0oXr6cDnTdE
1650,[262],outdoors,BjJC,v9coqax3zf0
1651,"[11, 83, 262, 2894]",outdoors,BYJT,C-rF9sg1rPc
1652,"[2, 18, 43, 59, 60, 76, 101, 286, 385, 549]",outdoors,wKJT,iAedgPB2-SY
1653,"[43, 60, 1032, 1503, 3823]",outdoors,L3JT,27txcnUFac4
1654,"[307, 400, 1299]",indoors,YwJT,30-jzLYfTjk
1655,"[11, 307]",indoors,7OJT,k1_XWtR4Bno
1656,"[2, 83, 262]",outdoors,tZJT,YaDgbRkGGCY
1657,"[307, 420, 497]",indoors,PMJT,Ntldp6UxcfU
1658,"[43, 60, 101, 286]",outdoors,taJT,aEFuqOh2vdA
1659,"[2, 17, 30, 55, 60, 340]",outdoors,tuJT,v73ZCIAAmgI
1660,"[2, 83, 262]",outdoors,XoKF,iwnioHMAkGE
1661,"[60, 304]",outdoors,X7KF,hsy44xghx6s
1662,"[11, 83, 262, 2091]",outdoors,PZKF,8kJUgCtV494
1663,"[2, 60, 544, 1089]",outdoors,2VKF,oYW7wujSDGs
1664,"[43, 60, 101, 571]",outdoors,dDKF,iPJ86uecLD0
1665,"[43, 60, 873]",outdoors,AAKF,YOlDUxxp5VM
1666,[60],outdoors,RCKF,NfVs1mTRHLM
1667,"[18, 43, 59, 60, 101, 286, 374, 2350, 2681]",outdoors,roKF,la43O2-Odf8
1668,"[18, 43, 59, 60, 101, 286, 374]",outdoors,9VKF,TVJxJT8byeY
1669,"[60, 82, 160, 273, 888]",outdoors,fGKF,YC_oy2tXtvg
1670,[248],outdoors,6VKF,Bdr5y3XExtc
1671,"[43, 60, 101]",outdoors,n7KF,fa3RKoC9Y7w
1672,"[60, 239, 686, 1714]",outdoors,itKF,FyaqJVhqvtA
1673,"[11, 83, 262, 1845, 3714]",outdoors,nKKF,gd0ikcuMpt0
1674,"[19, 53, 58, 60, 163, 214, 232, 494]",outdoors,lEKF,LbcVrO5x_r4
1675,"[18, 43, 59, 60, 101, 286, 1032]",outdoors,aQKN,juqFYAlxpuc
1676,"[307, 2277, 2405]",indoors,62KN,m6v1v8WoNcU
1677,"[88, 184, 191, 380, 614]",indoors,56KN,KCk3rcvzuDg
1678,"[289, 666, 2374]",outdoors,pEKN,uRmBnRilbqY
1679,"[15, 363, 1102, 1238, 1816, 1835]",outdoors,zJKN,RU3jqp6U7w4
1680,"[2, 18, 43, 59, 60, 76, 101, 1496]",outdoors,AbKN,C-yNlIzgyLo
1681,"[184, 364]",indoors,FpKN,nae0d2HFIiE
1682,"[184, 191, 299, 380, 1013]",indoors,sxKN,cAuo1Qitchg
1683,"[18, 43, 59, 60, 101, 374, 1975, 2681]",outdoors,gyKN,0YKMEpOF60E
1684,"[191, 248, 299]",outdoors,BvKN,TcjEawbn78w
1685,"[88, 184, 514]",indoors,tUKN,77hgbOLNfDI
1686,"[191, 248, 299]",outdoors,1dKN,8REPYn1nxt8
1687,"[1226, 3273]",outdoors,z3KN,RH2fH-jHlKU
1688,"[184, 191]",indoors,Y2KN,w8lWCyp0osU
1689,"[88, 184, 307, 364, 416]",indoors,5XKN,udzdzrb-4eU
1690,"[60, 238, 274, 366]",outdoors,n8KN,XEoCapj4gi0
1691,"[39, 514]",indoors,7VKN,jzijFoTq3q8
1692,"[262, 542]",outdoors,NmKN,g6xhy33exV4
1693,"[8, 248]",outdoors,gLKN,57CrcPMQkDU
1694,"[60, 353, 673, 3598]",outdoors,YzKN,Kr2p7rN8f0M
1695,"[2, 60, 76, 473, 547]",outdoors,TpKN,2QCuJkehKwc
1696,"[43, 60, 101, 286, 374, 385]",outdoors,KxKN,v3k1nUk7Wyg
1697,"[88, 184, 307, 364, 616]",indoors,0qK5,uTfNstaM38Q
1698,"[400, 416, 2305]",indoors,OLK5,b_9Rz8ocriU
1699,"[15, 18, 43, 59, 60, 101]",outdoors,RxK5,-E3lbgEO9fk
1700,"[2, 18, 43, 59, 60, 76, 101]",outdoors,fbK5,hSftjYcSoog
1701,"[18, 43, 59, 60, 101, 286, 549]",outdoors,zkK5,1alULs8WCpE
1702,"[60, 353, 673]",outdoors,ucK5,Zfvuk5zQ_KA
1703,"[88, 242, 313, 470, 2105]",outdoors,1xK5,Ow-T6Oo-kw4
1704,"[43, 101, 248, 286, 1415]",outdoors,XlK5,2fkfjODjOHw
1705,"[11, 22, 307, 341, 791, 1265]",indoors,NuK5,TIVuSwZdqJM
1706,"[2, 18, 43, 59, 60, 76, 101, 286]",outdoors,pXK9,-4P7Xab3nPw
1707,"[353, 519, 666]",outdoors,LcK9,ObawTmEY87M
1708,"[88, 364, 514]",indoors,olK9,KulANZzz4Pc
1709,"[60, 365]",outdoors,QjK9,NAOxgVF0ARM
1710,"[514, 616, 1025]",indoors,39K9,4EweFQaRoJk
1711,"[15, 18, 60, 87, 365, 536]",outdoors,Q7K9,7lYTGM-YZ2U
1712,"[307, 400]",indoors,vAK9,AyRi3EDE2d4
1713,"[15, 262, 605, 619, 713, 1174]",outdoors,dEK9,6oG9GSM3njU
1714,"[184, 191]",indoors,NhK9,u_Vm2NT-WEk
1715,"[60, 353, 519]",outdoors,9TK9,NreRB3zuLjQ
1716,"[60, 1396]",outdoors,dZK9,LVAB0Dgg7lM
1717,"[11, 20, 22, 29, 32, 120, 122, 303, 307, 397, 426, 680]",indoors,27K9,C9Jx91A7CzI
1718,"[15, 18, 60, 87, 333]",outdoors,VcK9,W6YDlArLeu0
1719,"[184, 191, 985, 1803]",indoors,4jLb,mMwNGFXp9GE
1720,"[15, 60, 239, 363, 686, 1714, 1880, 2109]",outdoors,VFLb,t8csd6YgDAc
1721,"[11, 20, 22, 29, 32, 112, 303, 307, 430, 559, 3175]",indoors,SlLb,onco97fcZKA
1722,"[11, 20, 22, 29, 32, 122, 123, 307, 1157]",indoors,XHLb,PoYcuJEdzTw
1723,"[15, 18, 60, 87, 333]",outdoors,nSLb,M2HhVBZD-Js
1724,"[514, 616, 1025, 1440, 1815, 2476]",indoors,zSLb,Abwsv-TQVEM
1725,"[184, 1248]",indoors,VCLb,T1n8_0V61Ps
1726,[248],outdoors,6jLb,dv-D03tUJCg
1727,"[88, 184, 313, 380, 614]",indoors,EkLb,9iGJ0nYlp5Q
1728,[60],outdoors,q7Lb,q3GLajblQFE
1729,"[15, 96, 262, 397, 619, 1784]",outdoors,iBLH,ecsiRz_R_Y4
1730,"[60, 353, 519, 666, 673]",outdoors,h6LH,4rBqCykgx5A
1731,"[60, 289, 519]",outdoors,rSLH,B1z5ez35q9o
1732,"[182, 248, 392, 634]",outdoors,zILH,IOTTf_qaVks
1733,"[26, 184, 194]",indoors,5ULH,qsdfb1qedX4
1734,[248],outdoors,pZLH,PpQ4caZHXMs
1735,"[0, 60]",outdoors,L1LH,OPvcELxTnj8
1736,[248],outdoors,mNLH,7feLjTrkNeo
1737,"[60, 353, 519]",outdoors,H7LH,hWdR1dHa3Eg
1738,"[0, 83, 254, 262, 542]",outdoors,WGLH,J2x_mUMPk9g
1739,[248],outdoors,kQLH,4XJi8TsnGe0
1740,"[15, 18, 43, 59, 60, 101, 286]",outdoors,auLH,xXIBqWcjiRY
1741,"[88, 184, 307, 364, 380, 416, 514, 614, 1013, 3330]",indoors,VtLH,b4V0c2ReyGQ
1742,"[313, 1013, 2105]",outdoors,QPLH,ft00Z4IxeZo
1743,"[60, 353, 519, 673]",outdoors,W5LH,qLsBiHs4Y_8
1744,"[184, 2076]",indoors,kTLH,0FcJlF6OZAw
1745,"[18, 43, 59, 60, 101, 286]",outdoors,v1Nb,rQlcgD25lGo
1746,"[88, 184, 380, 641]",indoors,WrNb,oAeDHvBbp0A
1747,"[60, 519, 995, 3598]",outdoors,2VNb,Jf7oo11EqBw
1748,"[88, 184, 191, 364, 416, 514]",indoors,T3Nb,AAjPOylF2KU
1749,"[184, 380, 400, 416, 641, 1152, 1608]",indoors,0ENb,AE0WqcrIeXE
1750,"[15, 18, 60, 87]",outdoors,T2Nb,6mtVpXWIKK4
1751,[307],indoors,oTNb,wDcRhZocwkg
1752,"[2, 53, 58, 60, 163, 214, 232]",outdoors,4eNb,uiAj6DCoH38
1753,"[2, 7, 83, 262]",outdoors,i9Nb,BIjoedm0jao
1754,"[18, 43, 59, 60, 101, 286, 419, 1824]",outdoors,tYNb,mzvmGIFxpWA
1755,"[248, 519]",outdoors,f0Nb,alJZUWrSyiw
1756,"[184, 416, 453]",indoors,PiNb,KsXQkATV0qU
1757,"[53, 58, 60, 163, 232]",outdoors,rlNb,YMCvs-dEj5o
1758,"[15, 519, 1238, 2785]",outdoors,z6Nb,1sheQR39qf8
1759,[248],outdoors,i6Nb,l0aJj-fXtF4
1760,"[18, 43, 59, 60]",outdoors,2kOp,RW7vNOB1BXg
1761,"[307, 400, 2305]",indoors,ecOp,ai4YxgVGDwA
1762,"[18, 43, 59, 60, 101, 374, 823, 991, 1415]",outdoors,IMOp,6Y42INl0qbg
1763,"[0, 1, 83, 254, 262, 542]",outdoors,hfOp,ZjnKYwuQXbM
1764,"[18, 43, 59, 60, 101, 334, 374]",outdoors,w0Op,e3fc4S7ivd8
1765,"[15, 18, 43, 59, 60, 101, 374]",outdoors,iFOp,I66D27mdURA
1766,[248],outdoors,YOOp,EDrE8DCSzLE
1767,"[0, 60]",outdoors,o0Op,pdOoe-Zavhc
1768,"[18, 43, 59, 60, 101, 374, 549, 906, 2490]",outdoors,BPOp,b5kCONdBCRk
1769,"[0, 42, 262, 306]",outdoors,ibOp,Gc5L0zNvfxU
1770,"[88, 497, 614]",indoors,SNOp,fykgJkHR53g
1771,"[248, 668]",outdoors,3cOp,R9POnsMvgdc
1772,"[26, 60, 64, 149]",outdoors,NfOA,mK5MC2ONTQM
1773,"[53, 58, 60, 163, 232, 427]",outdoors,yZOA,Yx2YwYsi5tI
1774,"[184, 400, 614, 641, 952]",indoors,yBOA,lJJubwnlA4g
1775,"[0, 1, 262, 542]",outdoors,uvOA,7V1t9UCDHII
1776,"[60, 353, 519, 666, 673, 995]",outdoors,p5OA,8hcibHmxy1Q
1777,"[88, 184, 307, 380, 416, 514, 614, 1013]",indoors,5EOA,7FUdaEO-Bx0
1778,"[60, 353, 673]",outdoors,ukOA,8Q-DyGsY-r4
1779,"[60, 182, 392]",outdoors,QpOA,Rczm3dpYUk0
1780,[2105],outdoors,tmOA,vH0yNNAIo9I
1781,"[2, 18, 43, 59, 60, 76, 101, 374]",outdoors,E1OA,M1W37yl7QQU
1782,"[307, 375, 420, 1299]",indoors,DoOA,pEgUbtnb7kk
1783,"[43, 60, 101, 286, 873, 2490]",outdoors,9xOA,7orc7oPU8Z4
1784,"[184, 416, 514, 1148, 2885]",indoors,BcOA,eD2E43Qigl8
1785,"[18, 43, 59, 60, 101, 1032]",outdoors,UiOA,2yz4PG1ghOs
1786,"[191, 248, 299]",outdoors,kxOA,4D_jn2Dq2z0
1787,"[43, 248, 798, 912, 971]",outdoors,ZGOA,OuxV6k5ILKE
1788,[60],outdoors,5dOA,qgBLDMuPuvE
1789,"[15, 60]",outdoors,r9OA,GubV88pkoZM
1790,"[15, 18, 43, 59, 60, 101, 374]",outdoors,QLOA,OKG8nfSwE-o
1791,"[15, 60, 96, 363]",outdoors,CPOA,9peNL34Mgbg
1792,[666],outdoors,DFOS,Bt6i4gMdM1s
1793,"[15, 60, 363, 509, 533, 1238, 1816, 1855, 2537]",outdoors,MEOS,ogMj0qBh16Y
1794,"[88, 307, 411, 614, 1299]",indoors,lmOS,IdlB4U1Cs4I
1795,"[380, 400, 952, 1608]",indoors,duOS,idYfDd62L8M
1796,"[18, 43, 59, 60, 101, 286, 823]",outdoors,zrOS,hColLV4UcjQ
1797,"[2, 43, 60, 76, 385]",outdoors,YyOS,5JC6hX7PcOw
1798,"[2, 7, 83, 208, 262, 541, 1025, 1134]",outdoors,PfOS,TlOnkIZzqZ8
1799,"[289, 666, 669]",outdoors,94OS,jTgOybSybB8
1800,"[88, 184, 313, 364, 380, 416, 514, 1013]",indoors,0YOS,6jQ-bVjJoEY
1801,"[2, 60, 76, 353, 473, 571]",outdoors,W1OS,1gYtK4Sw7I0
1802,"[15, 60, 96, 239, 363, 1880, 2071, 2505]",outdoors,4GOS,10zvRswFmJ8
1803,"[60, 353, 519, 666]",outdoors,UMOS,ucFCxY6WPi4
1804,"[88, 184]",indoors,seOS,vhHMAvh_NRs
1805,"[15, 18, 43, 59, 60, 101, 1496]",outdoors,n9OS,jNxzSJYINnQ
1806,"[184, 364]",indoors,ydOS,fTydEIG9Uh0
1807,"[18, 43, 59, 60, 101, 374, 549, 571, 693, 906]",outdoors,baOS,E9dqQNfnOiE
1808,"[11, 83, 262, 601, 720]",outdoors,gcOS,Hd-Px1_QYfM
1809,"[11, 20, 22, 29, 122, 307, 341]",indoors,QXO9,QQrZmtcHHko
1810,"[2, 60, 76, 419, 1271, 1393]",outdoors,1MO9,BrTCiD7ZN94
1811,"[2, 43, 60, 76]",outdoors,WyO9,yrjCx4H4P88
1812,[248],outdoors,kaO9,c6OtPyFQmyk
1813,"[88, 388, 514, 1148, 1583]",indoors,BbO9,Qwt3OpylJl0
